First Contact,Name,Gender,Email,Phone,Interest Building
2022-11-13,Albrecht Niemeier,F,dhertrampf@gmx.de,869384163349,Building C
2022-10-14,Martin Patberg-Sauer,M,portmann@riehl.de,863832789631,Building E
2022-10-23,Hannes Paffrath,F,jschmiedecke@googlemail.com,807411028551,Building E
2022-11-11,Matteo Lübs,F,veronique40@gmx.de,832151568319,Building A
2022-10-21,Hermann Sager B.Eng.,F,zimmererwin@gmx.de,807402800807,Building A
2022-11-04,Emine Eimer-Birnbaum,F,veronique86@schulz.de,844510016126,Building A
2022-11-14,Univ.Prof. Sedat Rust B.Sc.,F,nklemt@muehle.net,813377683970,Building D
2022-10-03,Roman Weiß B.Sc.,M,sonjakusch@seidel.org,871384322817,Building G
2022-10-30,Evelyn Schuchhardt,F,van-der-dussennico@gmail.com,890247037972,Building A
2022-10-30,Jakob Schuchhardt,F,ingridkramer@gerlach.de,886883098057,Building F
2022-10-19,Nermin Vollbrecht-Schomber,F,saskia51@gmx.de,860588933226,Building B
2022-10-11,Univ.Prof. Roselinde Bloch MBA.,M,marionhiller@yahoo.de,866751338362,Building F
2022-10-22,Dipl.-Ing. Adelgunde Süßebier,F,pwinkler@anders.de,844599057706,Building F
2022-11-20,Gert Hartmann,M,jbinner@riehl.com,835411485883,Building A
2022-11-02,Senta Schweitzer,F,hubertus20@harloff.com,826892985771,Building G
2022-11-03,Vitus Langern,F,zhuhn@gmail.com,839856807903,Building E
2022-11-26,Marlen Tröst,F,suessebierinken@web.de,830407993434,Building A
2022-11-18,Michail Ritter,F,violetta50@grein.com,828344652170,Building G
2022-10-16,Hildburg Heinrich,M,mohamedschuchhardt@gmx.de,836350133675,Building G
2022-11-18,Christian Mälzer,F,drago17@gmx.de,846212043783,Building F
2022-11-02,Univ.Prof. John Tschentscher,F,beckmannfrieda@schuster.de,887355104092,Building B
2022-11-28,Ing. Fredy Conradi B.Eng.,F,katharinematthaei@yahoo.de,887349469572,Building E
2022-11-15,Guntram Zänker,M,gertztillmann@bien.net,876453852035,Building C
2022-10-10,Anneliese Reichmann,F,andrey97@klingelhoefer.com,822259277459,Building D
2022-10-05,Univ.Prof. Hans-Jochen Pergande MBA.,F,weitzelalban@hotmail.de,858457751484,Building A
2022-11-17,Catherine Heinz,F,eloechel@googlemail.com,823651366857,Building G
2022-10-28,Samira auch Schlauchin-Staude,F,anastasia52@aol.de,870018208176,Building F
2022-11-10,Kordula Wernecke,F,eimermarie-louise@web.de,849397182728,Building G
2022-11-16,Antonia Wagenknecht,M,nalbers@schueler.com,876816610975,Building A
2022-11-20,Dipl.-Ing. Ingetraud Henck MBA.,M,gwaehner@schmiedecke.com,868198429276,Building G
2022-10-07,Dipl.-Ing. Erdal Weinhage,M,ludgerauch-schlauchin@yahoo.de,809852836351,Building C
2022-11-04,Malte Neureuther,M,lukas96@krause.de,887265316820,Building G
2022-11-25,Roy Meister,M,skruschwitz@tintzmann.com,848995979778,Building B
2022-10-25,Evangelos Renner,M,aenne97@yahoo.de,846327071305,Building A
2022-11-10,Emmerich Tröst-Klapp,M,tilomatthaei@aol.de,833972119667,Building C
2022-10-04,Attila Sager-Jacob,F,pasqualethies@luebs.de,882587159681,Building D
2022-11-03,Cord Ritter,F,kkade@klingelhoefer.com,873148232486,Building D
2022-10-31,Prof. Antonius Ortmann,F,carola40@googlemail.com,873350942135,Building D
2022-10-03,Marliese Mosemann,F,klaus-guenter76@gmail.com,871178556923,Building F
2022-11-09,Rosalia Hermighausen-Kraushaar,F,yasmin94@gmx.de,833117952784,Building E
2022-10-13,Dipl.-Ing. Cemal Hiller,M,loefflerpeggy@aol.de,817287893436,Building C
2022-10-01,Dr. Eva-Maria Knappe,F,justinaloewer@hotmail.de,810379936691,Building F
2022-10-14,Ulf Holt MBA.,F,ugude@ullrich.net,828299000194,Building F
2022-10-20,Ronald Löwer,F,iwona10@gmx.de,833040231048,Building C
2022-10-31,Ing. Barbara Winkler,F,rudijaekel@karz.de,898827846228,Building E
2022-10-29,Johanna Kusch,F,florian42@yahoo.de,840016143458,Building A
2022-11-19,Marika Gute,M,sritter@web.de,886377778397,Building G
2022-11-06,Sören Rose,M,meikhuebel@gute.com,841391944821,Building D
2022-10-29,Wenzel Hoffmann B.Sc.,M,ekkehard66@paffrath.de,875780492822,Building E
2022-10-22,Prof. Cindy Mielcarek B.Eng.,M,fhertrampf@schuster.de,881724363660,Building B
2022-10-18,Margrit Adolph,F,kreszentiahuebel@kuhl.com,889024052093,Building F
2022-11-22,Cemal Hettner,M,zekiruppert@ritter.org,827749500406,Building G
2022-11-18,Frau Adolfine Winkler,F,siegbertgeissler@gmail.com,847227657200,Building G
2022-11-14,Prof. Gino Köhler B.Sc.,F,rosinastadelmann@haenel.com,884631500500,Building A
2022-10-14,Franz Josef Holsten,F,heinz-wernertlustek@web.de,814888662157,Building D
2022-10-15,Dr. Trudel Davids MBA.,F,kadephilipp@web.de,896328299109,Building G
2022-11-14,Dipl.-Ing. Toni Mühle B.Sc.,M,marzena40@kaester.de,845431916670,Building F
2022-11-02,Birgitta Fröhlich B.A.,F,lehmannbernhard@web.de,835131537022,Building G
2022-10-13,Käthi Bien MBA.,F,schlosserkerstin@zaenker.de,855024711551,Building G
2022-10-12,Sandor Kranz,M,jonathanwieloch@gmail.com,847911747194,Building F
2022-10-19,Ehrentraud Mude-Jäntsch,F,lonibirnbaum@gmx.de,860761373306,Building G
2022-11-05,Korbinian Nerger,M,ziegertadem@jacob.org,828813686477,Building A
2022-10-02,Karla Loos,F,sonjabenthin@aol.de,872708830667,Building F
2022-10-01,Univ.Prof. Ottmar Junk B.Sc.,M,uheidrich@yahoo.de,865349597471,Building A
2022-11-27,Dr. Hildburg Köster,M,trubinannika@googlemail.com,837980690545,Building C
2022-11-17,Dipl.-Ing. Eckart Seidel,F,fernandohoffmann@web.de,869875719765,Building D
2022-10-02,Hüseyin Lehmann,F,wagnerherlinde@junken.de,850349202777,Building E
2022-10-24,Robert Gertz,F,hansjuergen88@yahoo.de,894080128156,Building C
2022-11-20,Univ.Prof. Gilbert Conradi B.A.,F,torsten18@aol.de,882607064834,Building C
2022-11-04,Hansgeorg Söding-Tlustek,M,maria-luisehaering@tlustek.org,860821764983,Building G
2022-11-26,Johan Rosenow,F,giorgioschuster@schmidtke.org,873606927817,Building D
2022-10-17,Ismail Zahn,M,cdussen-van@hotmail.de,816571916837,Building B
2022-10-17,Dipl.-Ing. Charles Kruschwitz B.Sc.,F,austermuehlehelen@scheel.org,898526245445,Building C
2022-10-18,Curt Gute B.Eng.,F,haeringemil@gmx.de,850669340364,Building B
2022-11-05,Irene Hahn,F,zeberth@geissler.com,819902854648,Building F
2022-10-13,Irmingard Hamann,F,landers@weihmann.de,880493290405,Building E
2022-11-15,Tilmann Winkler B.Eng.,F,beatrixschmiedecke@schenk.com,809340962753,Building B
2022-10-21,Clarissa Kensy,F,schuelerklaus-werner@drubin.de,810277182169,Building D
2022-10-19,Sigfried Dörschner MBA.,F,kspeer@zorbach.com,887881022532,Building G
2022-10-11,Hiltrud Heuser,F,saustermuehle@trapp.com,881549680959,Building B
2022-10-18,Univ.Prof. Marc Jüttner B.Sc.,M,lindaugrzegorz@killer.org,876683851464,Building F
2022-11-27,Nelly Stey-Seifert,F,fischersylvester@hotmail.de,851822811523,Building E
2022-10-16,Valentina Beckmann,F,dorleadolph@gmail.com,839824287270,Building G
2022-10-26,Gülten Scheibe,F,peukertkati@roskoth.com,826823826517,Building E
2022-11-22,Sofie Cichorius,F,deborahschlosser@gmx.de,881124025373,Building D
2022-11-11,Hans-Albert Schmidt,M,doehnekkehart@gmx.de,823891601169,Building G
2022-11-17,Heidelinde Juncken,M,fritschchristina@krause.com,875358421223,Building F
2022-11-06,Selma Eckbauer-Lorch,M,stiffelclaas@hartmann.de,882737007275,Building G
2022-10-27,Nada Thanel,F,albindrewes@aol.de,857790595243,Building E
2022-11-06,Ing. Linda Kohl,F,briemertrude@pohl.de,863548532002,Building F
2022-11-08,Danielle Schulz-Dussen van,F,meinhard16@yahoo.de,899983370206,Building G
2022-10-05,Dipl.-Ing. Wendelin Tröst,F,lhoevel@yahoo.de,824324590135,Building A
2022-11-11,Adrian Wulff B.Sc.,M,gutezenon@maelzer.de,877656450295,Building D
2022-10-14,Heinz-Josef Otto-Oderwald,M,anne-katrinauch-schlauchin@googlemail.com,866433104513,Building C
2022-10-25,Hans-Günther Gierschner,M,geislererkan@hotmail.de,808361075985,Building G
2022-10-25,Oxana Stey-Lübs,M,linkegordana@stolze.com,808684082110,Building C
2022-10-17,Dr. Sedat Klingelhöfer B.A.,F,seipsiegrun@bolander.de,846189219020,Building C
2022-11-07,Marta Trommler B.A.,M,rocco71@weitzel.de,864292469941,Building E
2022-11-21,Natascha Rudolph-Zobel,M,thanelleokadia@gmail.com,815664403506,Building C
2022-10-16,Philomena Heß-Holt,F,abolnbach@hotmail.de,864566274226,Building E
2022-10-11,Anja Nohlmans-Zorbach,F,arnim25@bolander.com,831756591203,Building C
2022-11-02,Vinzenz Zirme B.Sc.,F,elseboerner@gmail.com,801871948480,Building F
2022-11-15,Änne Mies-Hölzenbecher,F,marcoschinke@maelzer.com,821875672419,Building E
2022-10-05,Herr Dittmar Kambs B.A.,F,edmundeberhardt@huhn.de,843528266967,Building B
2022-10-23,Prof. Theodoros Pergande,F,harro96@reichmann.de,891445853609,Building G
2022-10-11,Metin Schacht-Becker,M,marie-luise58@web.de,864702713787,Building A
2022-10-10,Sara Neureuther,M,zimmerfatma@googlemail.com,876788034724,Building F
2022-10-19,Univ.Prof. Nada Jacob B.Eng.,M,nsalz@gmx.de,828446366159,Building A
2022-11-11,Marie-Theres Adler,M,wmoechlichen@web.de,802038753688,Building B
2022-10-23,Marina Wende-Birnbaum,F,waltrud27@wiek.com,803383443583,Building E
2022-11-09,Annekatrin Klotz-Birnbaum,F,jkiller@schuchhardt.net,823996469336,Building E
2022-11-06,Prof. Tilmann Rädel B.A.,F,dschinke@gmail.com,869107107667,Building F
2022-10-23,Wanda Scheibe,M,senol65@googlemail.com,828084351616,Building B
2022-11-29,Bernfried Klemm-Winkler,M,ldoering@hotmail.de,868945185639,Building A
2022-11-22,Agnes Müller,F,heide34@aol.de,898414598943,Building G
2022-10-02,Univ.Prof. Peggy Bonbach B.Eng.,F,hans-willikramer@stumpf.de,895319578407,Building A
2022-11-25,Hans-Martin Zorbach,M,andre98@web.de,895105439806,Building G
2022-10-12,Andre Bonbach-Schaaf,F,meinhard83@googlemail.com,875098775211,Building B
2022-10-29,Ina Weitzel,F,matthiasschmidt@gmx.de,857309370569,Building B
2022-10-12,Traugott Freudenberger B.Sc.,M,werneckeangelique@gmx.de,806083414075,Building F
2022-10-28,Elisa Anders,F,kuschcosima@gmail.com,849908330099,Building E
2022-11-26,Rosina Eckbauer,M,karoline55@weiss.net,876032057257,Building B
2022-10-04,Hans-Ludwig Hoffmann MBA.,F,hartungernestine@gumprich.de,831056737684,Building F
2022-10-22,Marlis Scheibe,M,baererhans-rudolf@henschel.de,832513638803,Building A
2022-11-12,Nuri Kranz-Rosemann,F,rschwital@nohlmans.de,854688797369,Building F
2022-10-19,Riza Klotz B.A.,F,neuschaefermichaele@weinhold.de,804320049899,Building D
2022-10-12,Dipl.-Ing. Gabriel Mielcarek,F,ktrueb@gmx.de,844200091518,Building F
2022-11-06,Prof. Guntram Kaul,M,jiri74@nerger.de,824728287143,Building A
2022-11-19,Diedrich Martin MBA.,F,frithjofbeckmann@heinrich.com,826183052656,Building C
2022-11-21,Frederik Kaul,M,gehringerkathrin@lehmann.com,869950861716,Building A
2022-10-01,Maximilian Schmidt-Pohl,M,pruschkedamaris@web.de,830720573849,Building D
2022-10-08,Prof. Vittorio Martin,F,ralfmartin@hotmail.de,839145603155,Building F
2022-11-10,Yvonne Hauffer-Kusch,F,auch-schlauchinnada@gmail.com,818178761841,Building G
2022-10-10,Therese Ruppersberger,F,waltrud78@googlemail.com,875051847276,Building A
2022-10-23,Harriet Buchholz,M,janette60@reuter.com,813218372346,Building B
2022-11-03,Dr. Rene Kade,M,dwinkler@yahoo.de,826417715883,Building G
2022-10-17,Susann Köhler,F,ujuettner@web.de,843293484542,Building B
2022-10-24,Rocco Bachmann B.Eng.,F,arzu02@yahoo.de,864198493347,Building E
2022-10-06,Anna-Luise Jungfer,M,dehmelliliana@schmidtke.com,832553009885,Building D
2022-10-08,Anika Mosemann,M,cfliegner@stumpf.org,875289134902,Building D
2022-11-08,Aleksandar Textor,M,kaethiladeck@gmx.de,883164059929,Building G
2022-10-23,Natalie Heidrich,M,mgumprich@yahoo.de,897722769212,Building D
2022-11-20,Dipl.-Ing. Lilly Jessel B.Eng.,M,ferdinandloos@yahoo.de,886174320737,Building C
2022-11-14,Susan Förster,F,qbecker@conradi.com,840573173431,Building D
2022-10-14,Herr Paolo Trub B.Eng.,F,junckcarmine@gmail.com,802080971580,Building E
2022-10-31,Gundolf Schuchhardt,M,heiderosetlustek@gmx.de,822328068827,Building E
2022-10-31,Mariola Trubin B.Sc.,M,lschweitzer@juettner.de,860320734616,Building E
2022-10-10,Katarzyna Tschentscher B.Eng.,M,luebsedelbert@drewes.org,833376571269,Building A
2022-11-04,Ing. Janna Schlosser B.Eng.,M,vneureuther@gmx.de,803085652504,Building A
2022-10-27,Christa Heinz,M,vholzapfel@rosenow.net,803743622726,Building F
2022-10-18,Dr. Virginia Heser B.Eng.,M,friedrich-wilhelm08@web.de,889366264611,Building E
2022-11-17,Patrick Jüttner-Paffrath,F,hueseyin04@gmx.de,897005764675,Building E
2022-10-06,Betti Stolze,F,hans-erich22@gmail.com,831561918639,Building G
2022-10-22,Traudl Gertz B.Eng.,F,andrzejbutte@soeding.com,846433938653,Building F
2022-11-02,Albertine Schmidtke,M,rosadrubin@briemer.net,844547386889,Building B
2022-11-25,Herr Erhardt Lorch,M,henrirosemann@yahoo.de,802145705334,Building D
2022-10-18,Jonathan Jähn,M,kochistvan@yahoo.de,861986346069,Building F
2022-10-17,Dr. Marko Rörricht MBA.,F,marianna30@gmail.com,890636377931,Building A
2022-10-02,Bertram Rogner,F,tzorbach@yahoo.de,845209218326,Building D
2022-11-12,Karl-Heinz Davids,F,xkuhl@wiek.de,844620447698,Building F
2022-11-05,Ingetraut Hänel,M,mentzelcalogero@hotmail.de,840127489346,Building G
2022-11-19,Steffi Berger B.Eng.,F,omeyer@aol.de,859668516572,Building G
2022-11-03,Zenon Stoll B.Sc.,M,xschacht@weinhage.org,803421665373,Building C
2022-11-18,Ante Ditschlerin-Faust,M,usoelzer@harloff.de,831855873316,Building C
2022-10-23,Dipl.-Ing. Henny Naser,M,tabea49@web.de,848977552609,Building F
2022-11-23,Klemens Roht B.A.,M,walentinagirschner@dietz.net,871901126935,Building E
2022-10-11,Margareta Stolze,M,wkoch-ii@yahoo.de,813679330381,Building C
2022-11-03,Rebekka Trub-Jessel,F,roemerrosel@baum.com,852556578249,Building B
2022-10-18,Eleonora Linke MBA.,F,waltraud94@textor.de,815113789557,Building F
2022-10-11,Paul-Gerhard Scheel-Gunpf,M,adolphralf-peter@aol.de,863185525771,Building A
2022-10-29,Elise Bolzmann-Jockel,M,erica77@jaentsch.com,842173696976,Building F
2022-10-31,Jessica Junck,M,herbertzobel@hotmail.de,860307589963,Building G
2022-10-02,Univ.Prof. Freya Bärer B.A.,M,qweihmann@googlemail.com,844718833235,Building C
2022-10-15,Dipl.-Ing. Renata Börner,F,heinz-dieternohlmans@gmail.com,897790551733,Building B
2022-10-07,Ing. Hubertus Fröhlich B.Sc.,M,gotthilfweimer@aol.de,867442976672,Building F
2022-11-05,Ariane Schwital-Schomber,M,epoelitz@web.de,828612236279,Building E
2022-10-09,Birgit Gotthard B.Sc.,M,hinrich42@yahoo.de,871658431696,Building D
2022-11-20,Frithjof Loos,F,heydrichtim@web.de,887092011844,Building B
2022-11-21,Dan Pieper,M,doerrmechthilde@web.de,821305800016,Building C
2022-10-30,Rosi Mosemann,F,jens-uweberger@linke.de,899307713382,Building E
2022-11-12,Hedy Wiek-Gute,F,kristianreising@googlemail.com,832918918807,Building E
2022-11-04,Franz Wesack,M,linkewibke@web.de,840488899846,Building C
2022-10-04,Thilo Walter,F,ljiljana77@stadelmann.org,862261212239,Building G
2022-10-04,Juliane Nerger,M,hditschlerin@oderwald.org,872137080954,Building E
2022-10-06,Albina Dietz,M,wmielcarek@aol.de,880512320427,Building D
2022-11-13,Albin Hering-Riehl,M,dadler@gmx.de,894815719369,Building F
2022-11-27,Monica Wulff,F,ninavollbrecht@mosemann.com,868977447224,Building A
2022-10-15,Wilhelmine Wagenknecht B.Sc.,F,ramona32@yahoo.de,826668036737,Building E
2022-11-07,Univ.Prof. Natali Bloch B.Sc.,M,jritter@kade.com,814100448255,Building A
2022-11-03,Gerhardt Röhricht-van der Dussen,M,gittedussen-van@hahn.org,853563584186,Building A
2022-10-19,Klaus-Michael Mohaupt,F,cilliloewer@schoenland.com,802209942835,Building A
2022-10-19,Herr Ramon Heser B.Eng.,F,rigoradisch@jaehn.com,852186894924,Building G
2022-10-21,Gunhild Ehlert MBA.,F,dietzkonrad@riehl.net,866557118243,Building B
2022-11-10,Gerda Wende,F,ascholl@fischer.de,858049595878,Building B
2022-10-11,Otto Metz,M,dweinhold@reuter.net,849247557492,Building F
2022-11-25,Gisbert Trommler,F,heinz-josefflantz@gmx.de,871417673640,Building B
2022-11-12,Walburga Hein-Rohleder,M,mohauptsueleyman@hecker.com,870218751977,Building F
2022-10-26,Bernadette Zorbach B.A.,F,markreising@scheel.org,884823295955,Building B
2022-10-18,Herr Evangelos Wilms B.Eng.,M,hilma22@gmx.de,858565049275,Building D
2022-11-16,Cathrin Mielcarek MBA.,F,eeberth@hotmail.de,830531537153,Building A
2022-10-29,Apollonia Kroker,M,paffratheberhardt@davids.de,821951333401,Building A
2022-10-16,Oswin Oderwald,F,mirkolindau@gmx.de,817886094814,Building C
2022-11-10,Kazim Kühnert-Beer,F,amielcarek@hotmail.de,870960772817,Building A
2022-10-28,Dr. Marek Haering,F,reinaldbohnbach@schulz.net,898935188609,Building D
2022-10-09,Adam Röhrdanz,F,silvio18@googlemail.com,881474183563,Building F
2022-10-06,Heidelinde Klemt,M,wheuser@gmx.de,844238921696,Building F
2022-10-07,Karl-Werner Patberg B.Eng.,M,marionkuehnert@googlemail.com,836677590090,Building E
2022-10-14,Klaus Peter Hahn,F,aweimer@gutknecht.de,821866876574,Building D
2022-11-12,Franz-Xaver Radisch-Schottin,F,janosditschlerin@yahoo.de,853357461181,Building F
2022-10-02,Dorle Ebert B.Eng.,M,thedakensy@web.de,861773631439,Building B
2022-11-15,Prof. Rudi Hecker,F,agude@aol.de,877285363461,Building G
2022-11-06,Anna-Lena Junken,F,rosiwieloch@heuser.de,851958342113,Building A
2022-11-28,Gotthard Wernecke B.Eng.,F,gerolf72@yahoo.de,838461019596,Building E
2022-11-18,Jonathan Mosemann,F,ftaesche@hotmail.de,802387029304,Building F
2022-11-23,Karlfried Franke,M,raphaelkuhl@yahoo.de,865855368916,Building G
2022-11-20,Kenneth Ziegert B.A.,M,owarmer@wesack.net,834298697877,Building G
2022-11-01,Johannes Hendriks,F,xwernecke@austermuehle.com,842526702873,Building F
2022-10-06,Ing. Constanze Söding,F,gordanadrubin@gmail.com,884318981318,Building G
2022-11-29,Frau Hildegunde Gerlach,M,boernerreza@yahoo.de,837832684104,Building D
2022-10-06,H.-Dieter Trupp,F,junitzalina@jacobi.de,811167811893,Building A
2022-11-07,Heiko Losekann,M,shuebel@huhn.de,865825678090,Building E
2022-11-15,Ing. Dietrich Säuberlich B.Sc.,F,farukkade@hotmail.de,809002126561,Building B
2022-11-02,Paula Hövel,M,muzaffertschentscher@yahoo.de,816829823139,Building C
2022-10-19,Diethard Misicher-Etzler,M,rennerflorence@ortmann.org,873673378109,Building C
2022-11-16,Amir Rörricht-Hänel,M,helen39@gmx.de,844452546583,Building F
2022-10-01,Norma Gunpf,M,ali23@aol.de,856051272695,Building C
2022-10-04,Sabri Beyer,F,lradisch@zirme.org,870633546677,Building G
2022-11-20,Arne Kostolzin B.Eng.,F,janinhentschel@biggen.de,807110166431,Building F
2022-11-20,Dietlind Hendriks-Tintzmann,F,scheuermannjuan@trub.de,806474643961,Building F
2022-11-25,Kunigunda Rosemann,M,anna98@gmx.de,802533173387,Building G
2022-10-08,Ignaz Metz-Seifert,M,kay-uwepoelitz@gmail.com,886546233115,Building F
2022-11-16,Dr. Zdravko Losekann B.A.,F,dietrichtlustek@jaentsch.com,825687526748,Building B
2022-10-06,Frau Emilie Bien,M,sbiggen@googlemail.com,810144938172,Building E
2022-11-24,Leokadia Löffler-Wilms,M,kambsmilan@pohl.com,853751570304,Building F
2022-11-17,Ahmet Lange-Rogner,M,dmargraf@googlemail.com,806747289230,Building E
2022-11-18,Univ.Prof. Heinz-Joachim Reinhardt B.Sc.,F,luebsdino@schueler.com,857783408697,Building F
2022-11-25,Frau Gerti Beier MBA.,M,qschlosser@yahoo.de,801314518843,Building E
2022-11-19,Yusuf Naser-Rogner,F,flantzfredo@web.de,897550662600,Building G
2022-10-03,Gaetano Söding,F,fkroker@hotmail.de,879984915767,Building F
2022-11-02,Rotraud Staude,F,apruschke@aol.de,827398051441,Building E
2022-11-03,Hans-Peter Kostolzin,M,hertanette@kuehnert.org,875316849380,Building B
2022-11-16,Dr. Aysel Finke B.Eng.,F,junckenralf-peter@wagner.net,812636212227,Building F
2022-11-21,Dr. Jonas Nohlmans,M,pconradi@gmail.com,807709222548,Building F
2022-11-03,Dipl.-Ing. Monique Kade,F,gretel04@aol.de,838745804283,Building E
2022-11-22,Götz Gierschner,M,jolachmann@heser.com,872349152593,Building E
